13.03明石	OH_OO渋谷源氏	360	380	B	明石	アカシ	アカシ	名詞-固有名詞-地名-一般			アカシ	固
13.03明石	OH_OO渋谷源氏	7770	7780	I	つ	つ	ツ	接尾辞-名詞的-助数詞			ツ	和
13.03明石	OH_OO渋谷源氏	7780	7790	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	7790	7810	I	立ち	立つ	タツ	動詞-一般	文語四段-タ行	連用形-一般	タチ	和
13.03明石	OH_OO渋谷源氏	7810	7820	I	ゐ	居る	イル	動詞-非自立可能	文語上一段-ワ行	連用形-一般	イ	和
13.03明石	OH_OO渋谷源氏	7820	7830	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	7830	7870	I	かかやく	輝く	カガヤク	動詞-一般	文語四段-カ行	連体形-一般	カカヤク	和
13.03明石	OH_OO渋谷源氏	7870	7900	I	ばかり	ばかり	バカリ	助詞-副助詞			バカリ	和
13.03明石	OH_OO渋谷源氏	7900	7940	I	しつらひ	設う	シツラウ	動詞-一般	文語四段-ハ行	連用形-一般	シツライ	和
13.03明石	OH_OO渋谷源氏	7940	7950	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	7950	7960	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	7960	7970	I	十	十	ジュウ	名詞-数詞			ジュー	漢
13.03明石	OH_OO渋谷源氏	7970	7980	I	三	三	サン	名詞-数詞			サン	漢
13.03明石	OH_OO渋谷源氏	7980	7990	I	日	日	ニチ	名詞-普通名詞-助数詞可能			ニチ	漢
13.03明石	OH_OO渋谷源氏	7990	8000	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	8000	8010	I	月	月	ツキ	名詞-普通名詞-助数詞可能			ツキ	和
13.03明石	OH_OO渋谷源氏	8010	8020	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	8020	8060	I	はなやか	華やか	ハナヤカ	形状詞-一般			ハナヤカ	和
13.03明石	OH_OO渋谷源氏	8060	8070	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	8070	8090	I	さし	差し	サシ	接頭辞			サシ	和
13.03明石	OH_OO渋谷源氏	8090	8110	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
13.03明石	OH_OO渋谷源氏	8110	8130	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	8130	8140	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	8140	8150	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	8150	8170	I	ただ	唯	タダ	副詞			タダ	和
13.03明石	OH_OO渋谷源氏	8170	8180	I	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	8180	8210	I	あたら	あたら	アタラ	副詞			アタラ	和
13.03明石	OH_OO渋谷源氏	8210	8220	I	夜	夜	ヨ	名詞-普通名詞-一般			ヨ	和
13.03明石	OH_OO渋谷源氏	8220	8230	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	8230	8240	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	8240	8250	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	8250	8280	I	聞こえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
13.03明石	OH_OO渋谷源氏	8280	8300	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	終止形-一般	タリ	和
13.03明石	OH_OO渋谷源氏	8300	8310	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	8310	8320	B	君	君	キミ	名詞-普通名詞-一般			キミ	和
13.03明石	OH_OO渋谷源氏	8320	8330	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	8330	8340	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	8340	8350	I	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	8350	8370	I	好き	好き	スキ	形状詞-一般			スキ	和
13.03明石	OH_OO渋谷源氏	8370	8380	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	8380	8400	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
13.03明石	OH_OO渋谷源氏	8400	8410	I	や	や	ヤ	助詞-係助詞			ヤ	和
13.03明石	OH_OO渋谷源氏	8410	8420	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	8420	8430	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	8430	8450	I	思せ	思す	オボス	動詞-一般	文語四段-サ行	已然形-一般	オボセ	和
13.03明石	OH_OO渋谷源氏	8450	8460	I	ど	ど	ド	助詞-接続助詞			ド	和
13.03明石	OH_OO渋谷源氏	8460	8470	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	8470	8480	I	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	8480	8500	I	直衣	直衣	ノウシ	名詞-普通名詞-一般			ノーシ	和
13.03明石	OH_OO渋谷源氏	8500	8550	I	たてまつり	奉る	タテマツル	動詞-非自立可能	文語四段-ラ行	連用形-一般	タテマツリ	和
13.03明石	OH_OO渋谷源氏	8550	8570	I	ひき	引く	ヒク	動詞-一般	文語四段-カ行	連用形-一般	ヒキ	和
13.03明石	OH_OO渋谷源氏	8570	8610	I	つくろひ	繕う	ツクロウ	動詞-一般	文語四段-ハ行	連用形-一般	ツクロイ	和
13.03明石	OH_OO渋谷源氏	8610	8620	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	8620	8630	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	8630	8640	I	夜	夜	ヨ	名詞-普通名詞-一般			ヨ	和
13.03明石	OH_OO渋谷源氏	8640	8670	I	更かし	更かす	フカス	動詞-一般	文語四段-サ行	連用形-一般	フカシ	和
13.03明石	OH_OO渋谷源氏	8670	8680	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	8680	8700	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
13.03明石	OH_OO渋谷源氏	8700	8730	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
13.03明石	OH_OO渋谷源氏	8730	8740	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	8740	8750	B	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	8750	8760	I	車	車	クルマ	名詞-普通名詞-一般			クルマ	和
13.03明石	OH_OO渋谷源氏	8760	8770	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	8770	8800	I	二なく	二無い	ニナイ	形容詞-一般	文語形容詞-ク	連用形-一般	ニナク	混
13.03明石	OH_OO渋谷源氏	8800	8820	I	作り	作る	ツクル	動詞-一般	文語四段-ラ行	連用形-一般	ツクリ	和
13.03明石	OH_OO渋谷源氏	8820	8840	I	たれ	たり	タリ	助動詞	文語助動詞-タリ-完了	已然形-一般	タレ	和
13.03明石	OH_OO渋谷源氏	8840	8850	I	ど	ど	ド	助詞-接続助詞			ド	和
13.03明石	OH_OO渋谷源氏	8850	8860	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	8860	8890	I	所狭し	所狭い	トコロセイ	形容詞-一般	文語形容詞-ク	終止形-一般	トコロセシ	和
13.03明石	OH_OO渋谷源氏	8890	8910	I	とて	とて	トテ	助詞-格助詞			トテ	和
13.03明石	OH_OO渋谷源氏	8910	8920	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	8920	8930	I	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	8930	8940	I	馬	馬	ウマ	名詞-普通名詞-一般			ムマ	和
13.03明石	OH_OO渋谷源氏	8940	8950	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	8950	8960	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	8960	8980	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
13.03明石	OH_OO渋谷源氏	8980	9010	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
13.03明石	OH_OO渋谷源氏	9010	9020	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	9020	9040	B	惟光	コレミツ	コレミツ	名詞-固有名詞-人名-名			コレミツ	固
13.03明石	OH_OO渋谷源氏	9040	9060	I	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	9060	9090	I	ばかり	ばかり	バカリ	助詞-副助詞			バカリ	和
13.03明石	OH_OO渋谷源氏	9090	9100	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	9100	9140	I	さぶらは	侍う	サブラウ	動詞-一般	文語四段-ハ行	未然形-一般	サブラワ	和
13.03明石	OH_OO渋谷源氏	9140	9150	I	せ	せる	セル	助動詞	文語下二段-サ行	連用形-一般	セ	和
13.03明石	OH_OO渋谷源氏	9150	9180	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
13.03明石	OH_OO渋谷源氏	9180	9190	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	9190	9210	B	やや	やや	ヤヤ	副詞			ヤヤ	和
13.03明石	OH_OO渋谷源氏	9210	9230	I	遠く	遠い	トオイ	形容詞-一般	文語形容詞-ク	連用形-一般	トーク	和
13.03明石	OH_OO渋谷源氏	9230	9250	I	入る	入る	イル	動詞-一般	文語四段-ラ行	連体形-一般	イル	和
13.03明石	OH_OO渋谷源氏	9250	9260	I	所	所	トコロ	名詞-普通名詞-副詞可能			トコロ	和
13.03明石	OH_OO渋谷源氏	9260	9280	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-一般	ナリ	和
13.03明石	OH_OO渋谷源氏	9280	9300	I	けり	けり	ケリ	助動詞	文語助動詞-ケリ	終止形-一般	ケリ	和
13.03明石	OH_OO渋谷源氏	9300	9310	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	9310	9320	B	道	道	ミチ	名詞-普通名詞-一般			ミチ	和
13.03明石	OH_OO渋谷源氏	9320	9330	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	9330	9350	I	ほど	程	ホド	名詞-普通名詞-副詞可能			ホド	和
13.03明石	OH_OO渋谷源氏	9350	9360	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	9360	9370	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	9370	9390	I	四方	四方	ヨモ	名詞-普通名詞-一般			ヨモ	和
13.03明石	OH_OO渋谷源氏	9390	9400	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	9400	9420	I	浦々	浦々	ウラウラ	名詞-普通名詞-一般			ウラウラ	和
13.03明石	OH_OO渋谷源氏	9420	9430	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	連用形-一般	ミ	和
13.03明石	OH_OO渋谷源氏	9430	9460	I	わたし	渡す	ワタス	動詞-一般	文語四段-サ行	連用形-一般	ワタシ	和
13.03明石	OH_OO渋谷源氏	9460	9490	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
13.03明石	OH_OO渋谷源氏	9490	9500	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	9500	9510	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	9510	9530	I	思ふ	思う	オモウ	動詞-一般	文語四段-ハ行	連体形-一般	オモウ	和
13.03明石	OH_OO渋谷源氏	9530	9550	I	どち	どち	ドチ	名詞-普通名詞-一般			ドチ	和
13.03明石	OH_OO渋谷源氏	9550	9560	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	未然形-一般	ミ	和
13.03明石	OH_OO渋谷源氏	9560	9600	I	まほしき	まほし	マホシ	助動詞	文語形容詞-シク	連体形-一般	マホシキ	和
13.03明石	OH_OO渋谷源氏	9600	9620	I	入江	入り江	イリエ	名詞-普通名詞-一般			イリエ	和
13.03明石	OH_OO渋谷源氏	9620	9630	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	9630	9650	I	月影	月影	ツキカゲ	名詞-普通名詞-一般			ツキカゲ	和
13.03明石	OH_OO渋谷源氏	9650	9660	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	9660	9670	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	9670	9680	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	9680	9700	I	まづ	先ず	マズ	副詞			マズ	和
13.03明石	OH_OO渋谷源氏	9700	9730	I	恋しき	恋しい	コイシイ	形容詞-一般	文語形容詞-シク	連体形-一般	コイシキ	和
13.03明石	OH_OO渋谷源氏	9730	9740	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	9740	9750	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	9750	9760	I	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	9760	9780	I	こと	事	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	9780	9790	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	9790	9810	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	9810	9830	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
13.03明石	OH_OO渋谷源氏	9830	9860	I	きこえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
13.03明石	OH_OO渋谷源氏	9860	9890	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
13.03明石	OH_OO渋谷源氏	9890	9900	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	9900	9910	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	9910	9940	I	やがて	軈て	ヤガテ	副詞			ヤガテ	和
13.03明石	OH_OO渋谷源氏	9940	9950	I	馬	馬	ウマ	名詞-普通名詞-一般			ムマ	和
13.03明石	OH_OO渋谷源氏	9950	9970	I	引き	引く	ヒク	動詞-一般	文語四段-カ行	連用形-一般	ヒキ	和
13.03明石	OH_OO渋谷源氏	9970	9990	I	過ぎ	過ぎる	スギル	動詞-非自立可能	文語上二段-ガ行	連用形-一般	スギ	和
13.03明石	OH_OO渋谷源氏	9990	10000	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	10000	10010	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	10010	10030	I	赴き	赴く	オモムク	動詞-一般	文語四段-カ行	連用形-一般	オモムキ	和
13.03明石	OH_OO渋谷源氏	10030	10040	I	ぬ	ぬ	ヌ	助動詞	文語助動詞-ヌ	終止形-一般	ヌ	和
13.03明石	OH_OO渋谷源氏	10040	10060	I	べく	べし	ベシ	助動詞	文語助動詞-ベシ	連用形-一般	ベク	和
13.03明石	OH_OO渋谷源氏	10060	10080	I	思す	思す	オボス	動詞-一般	文語四段-サ行	終止形-一般	オボス	和
13.03明石	OH_OO渋谷源氏	10080	10090	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	10090	10100	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	10100	10110	I	秋	秋	アキ	名詞-普通名詞-副詞可能			アキ	和
13.03明石	OH_OO渋谷源氏	10110	10120	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	10120	10130	I	夜	夜	ヨ	名詞-普通名詞-一般			ヨ	和
13.03明石	OH_OO渋谷源氏	10130	10140	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	10140	10160	I	月毛	月毛	ツキゲ	名詞-普通名詞-一般			ツキゲ	和
13.03明石	OH_OO渋谷源氏	10160	10170	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	10170	10180	I	駒	駒	コマ	名詞-普通名詞-一般			コマ	和
13.03明石	OH_OO渋谷源氏	10180	10190	I	よ	よ	ヨ	助詞-終助詞			ヨ	和
13.03明石	OH_OO渋谷源氏	10190	10200	I	我	我	ワレ	代名詞			ワレ	和
13.03明石	OH_OO渋谷源氏	10200	10210	I	が	が	ガ	助詞-格助詞			ガ	和
13.03明石	OH_OO渋谷源氏	10210	10240	I	恋ふる	恋いる	コイル	動詞-一般	文語上二段-ハ行	連体形-一般	コウル	和
13.03明石	OH_OO渋谷源氏	10240	10260	I	雲居	雲居	クモイ	名詞-普通名詞-一般			クモイ	和
13.03明石	OH_OO渋谷源氏	10260	10270	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	10270	10290	I	翔れ	翔る	カケル	動詞-一般	文語四段-ラ行	命令形	カケレ	和
13.03明石	OH_OO渋谷源氏	10290	10300	I	時	時	トキ	名詞-普通名詞-副詞可能			トキ	和
13.03明石	OH_OO渋谷源氏	10300	10310	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	10310	10320	I	間	間	マ	名詞-普通名詞-助数詞可能			マ	和
13.03明石	OH_OO渋谷源氏	10320	10330	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	10330	10340	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	未然形-一般	ミ	和
13.03明石	OH_OO渋谷源氏	10340	10350	I	む	む	ム	助動詞	文語助動詞-ム	終止形-一般	ム	和
13.03明石	OH_OO渋谷源氏	10350	10360	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	10360	10370	B	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	10370	10380	I	，	，		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	10380	10400	I	うち	打ち	ウチ	接頭辞			ウチ	和
13.03明石	OH_OO渋谷源氏	10400	10450	I	ひとりごた	独り言つ	ヒトリゴツ	動詞-一般	文語四段-タ行	未然形-一般	ヒトリゴタ	和
13.03明石	OH_OO渋谷源氏	10450	10460	I	れ	れる	レル	助動詞	文語下二段-ラ行	連用形-一般	レ	和
13.03明石	OH_OO渋谷源氏	10460	10490	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
13.03明石	OH_OO渋谷源氏	10490	10500	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	10500	10520	B	造れ	作る	ツクル	動詞-一般	文語四段-ラ行	命令形	ツクレ	和
13.03明石	OH_OO渋谷源氏	10520	10530	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
13.03明石	OH_OO渋谷源氏	10530	10550	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
13.03明石	OH_OO渋谷源氏	10550	10560	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	10560	10590	I	木深く	木深い	コブカイ	形容詞-一般	文語形容詞-ク	連用形-一般	コブカク	和
13.03明石	OH_OO渋谷源氏	10590	10600	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	10600	10630	I	いたき	痛い	イタイ	形容詞-一般	文語形容詞-ク	連体形-一般	イタキ	和
13.03明石	OH_OO渋谷源氏	10630	10640	I	所	所	トコロ	名詞-普通名詞-副詞可能			トコロ	和
13.03明石	OH_OO渋谷源氏	10640	10670	I	まさり	勝る	マサル	動詞-一般	文語四段-ラ行	連用形-一般	マサリ	和
13.03明石	OH_OO渋谷源氏	10670	10680	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	10680	10690	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	10690	10730	I	見どころ	見所	ミドコロ	名詞-普通名詞-一般			ミドコロ	和
13.03明石	OH_OO渋谷源氏	10730	10750	I	ある	有る	アル	動詞-非自立可能	文語ラ行変格	連体形-一般	アル	和
13.03明石	OH_OO渋谷源氏	10750	10780	I	住まひ	住まい	スマイ	名詞-普通名詞-一般			スマイ	和
13.03明石	OH_OO渋谷源氏	10780	10800	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
13.03明石	OH_OO渋谷源氏	10800	10810	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	10810	10820	B	海	海	ウミ	名詞-普通名詞-一般			ウミ	和
13.03明石	OH_OO渋谷源氏	10820	10830	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	10830	10850	I	つら	面	ツラ	名詞-普通名詞-一般			ツラ	和
13.03明石	OH_OO渋谷源氏	10850	10860	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	10860	10910	I	いかめしう	厳めしい	イカメシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	イカメシュー	和
13.03明石	OH_OO渋谷源氏	10910	10960	I	おもしろく	面白い	オモシロイ	形容詞-一般	文語形容詞-ク	連用形-一般	オモシロク	和
13.03明石	OH_OO渋谷源氏	10960	10970	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	10970	10990	I	これ	此れ	コレ	代名詞			コレ	和
13.03明石	OH_OO渋谷源氏	10990	11000	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	11000	11030	I	心細く	心細い	ココロボソイ	形容詞-一般	文語形容詞-ク	連用形-一般	ココロボソク	和
13.03明石	OH_OO渋谷源氏	11030	11050	I	住み	住む	スム	動詞-一般	文語四段-マ行	連用形-一般	スミ	和
13.03明石	OH_OO渋谷源氏	11050	11070	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	11070	11090	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
13.03明石	OH_OO渋谷源氏	11090	11100	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11100	11110	I	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	11110	11130	I	ここ	此処	ココ	代名詞			ココ	和
13.03明石	OH_OO渋谷源氏	11130	11140	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	11140	11150	I	ゐ	居る	イル	動詞-非自立可能	文語上一段-ワ行	連用形-一般	イ	和
13.03明石	OH_OO渋谷源氏	11150	11160	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	11160	11170	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11170	11190	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	11190	11210	I	残す	残す	ノコス	動詞-一般	文語四段-サ行	連体形-一般	ノコス	和
13.03明石	OH_OO渋谷源氏	11210	11230	I	こと	事	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	11230	11240	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	11240	11260	I	あら	有る	アル	動詞-非自立可能	文語ラ行変格	未然形-一般	アラ	和
13.03明石	OH_OO渋谷源氏	11260	11270	I	じ	じ	ジ	助動詞	文語助動詞-ジ	終止形-一般	ジ	和
13.03明石	OH_OO渋谷源氏	11270	11280	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	11280	11290	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	11290	11300	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11300	11320	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
13.03明石	OH_OO渋谷源氏	11320	11340	I	やら	遣る	ヤル	動詞-非自立可能	文語四段-ラ行	未然形-一般	ヤラ	和
13.03明石	OH_OO渋谷源氏	11340	11360	I	るる	れる	レル	助動詞	文語下二段-ラ行	連体形-一般	ルル	和
13.03明石	OH_OO渋谷源氏	11360	11370	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	11370	11380	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11380	11430	I	ものあはれ	物哀れ	モノアワレ	形状詞-一般			モノアワレ	和
13.03明石	OH_OO渋谷源氏	11430	11450	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
13.03明石	OH_OO渋谷源氏	11450	11460	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	11460	11480	B	三昧	三昧	サンマイ	名詞-普通名詞-一般			サンマイ	外
13.03明石	OH_OO渋谷源氏	11480	11490	I	堂	堂	ドウ	接尾辞-名詞的-一般			ドー	漢
13.03明石	OH_OO渋谷源氏	11490	11510	I	近く	近い	チカイ	形容詞-一般	文語形容詞-ク	連用形-一般	チカク	和
13.03明石	OH_OO渋谷源氏	11510	11520	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	11520	11530	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11530	11540	I	鐘	鐘	カネ	名詞-普通名詞-一般			カネ	和
13.03明石	OH_OO渋谷源氏	11540	11550	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	11550	11560	I	声	声	コエ	名詞-普通名詞-一般			コエ	和
13.03明石	OH_OO渋谷源氏	11560	11570	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11570	11590	I	松風	松風	マツカゼ	名詞-普通名詞-一般			マツカゼ	和
13.03明石	OH_OO渋谷源氏	11590	11600	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	11600	11620	I	響き	響く	ヒビク	動詞-一般	文語四段-カ行	連用形-一般	ヒビキ	和
13.03明石	OH_OO渋谷源氏	11620	11640	I	あひ	合う	アウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	アイ	和
13.03明石	OH_OO渋谷源氏	11640	11650	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	11650	11660	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11660	11710	I	もの悲しう	物悲しい	モノガナシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	モノガナシュー	和
13.03明石	OH_OO渋谷源氏	11710	11720	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11720	11730	I	岩	岩	イワ	名詞-普通名詞-一般			イワ	和
13.03明石	OH_OO渋谷源氏	11730	11740	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	11740	11760	I	生ひ	生いる	オイル	動詞-一般	文語上二段-ハ行	連用形-一般	オイ	和
13.03明石	OH_OO渋谷源氏	11760	11780	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	11780	11790	I	松	松	マツ	名詞-普通名詞-一般			マツ	和
